,,,Guns By Date,,
Case Number,Booked,Description,Brand/Make Brand/Model,Serial #,
,Date,,,,
2017-,2/14/2017,AMF-8: Traditions black powder,Traditions,"1-48""",201037
6604,,rifle .54 Caliber,,,
2017-,2/14/2017,AMF-9: Remington Wingmaster,Remington,870,865982V
6604,,870,,,
2017-,2/14/2017,AMF-3: Camouflage Ruger rifle,Ruger,10/22,351-0229
6604,,,,,
2017-,2/17/2017,CW-1/Pellet gun for safe keeping,,vigilante,91670996
8567,,,,,
2017-,3/3/2017,WSH-10 - BLACK POWDER,ASM,BLACK POWDER,xxxxxxxx
8665,,PISTOL.,,,
2017-,3/3/2017,WSH-11 - BLACK POWDER,PLANS,BLACK POWDER,1466322
8665,,PISTOL.,,,
2017-,3/3/2017,WSH-12 - BLACK POWDER,CONNECTICUT,BLACK POWDER,85340460
8665,,PISTOL.,VAL,,
2017-,3/3/2017,WSH-13 - BLACK POWDER,CMC,BLACK POWDER,122675
8665,,PISTOL.,,,
2017-,3/3/2017,WSH-8 - BLACK POWDER,CONN. VALLEY,REVOLVER,26518
8665,,REVOLVER,AR,,
2017-,3/3/2017,WSH-15 - BLACK POWDER,CONN. vALLEY,BLACK POWDER,91772400
8665,,RIFLE,AR,,
2017-,3/3/2017,WSH-16 - BLACK POWDER,LYMAN,BLACK POWDER,373014
8665,,RIFLE,MIDDLEFIE,,
2017-,2/19/2017,KLB02- Springfield handgun,Springfield,XDM-45ACP,MG65226
8916,,,,,
2017-,2/22/2017,JAG-11 - BB Gun,,Unknown,608D045
9465,,,,,
2017-,2/22/2017,JAG-7 - Colts Government Model,,Government Mode,2927902
9465,,,,,
2017-,2/22/2017,JAG-9 - CZ Pistol,,CZ 75 P-01,B153898
9465,,,,,
2017-,2/22/2017,JAG-10 - Glock Pistol,,19 Gen 4,VRX598
9465,,,,,
2017-,2/22/2017,JAG-8 - K9 Kahr,,K9,AX0532
9465,,,,,
2017-,2/22/2017,JAG-5 - Beretta,,CX4,CK09232
9465,,,,,
9465,,,,,
2017-,2/22/2017,JAG-2 - Ruger American Rifle,,22LR,833-0022
9465,,,,,
2017-,2/22/2017,JAG-1 - 1894 Remington Rifle,,1894,MR33798
9465,,,,,
2017-,2/22/2017,JAG-4 - Winchester Rifle,,94AE,6237652
9465,,,,,
2017-,2/22/2017,JAG-6 - Escort Magnum Shotgun,,Escort Magnum,520778
9465,,,,,
2017-,3/8/2017,JEB-17A: Ruger .22 revolver in,Ruger,SP101,577-3564
10642,,lockbox,,,
2017-,3/1/2017,"DAC-1: 380 CAL, SEMI-AUTO",,IJ70-17A,BOP1536
10667,,"HANDGUN, IMEZ",,,
2017-,3/1/2017,"DAC-3: BLACK OPS, AIR-SOFT",,AIR SOFT,30458707
10667,,"TYPE PISTOL, W/ MAGAZINE",,,12613BA
2017-,3/3/2017,DTS-1- pistol surrendered per,Bryco Arms,38,25587
10685,,court order,,,
2017-,3/3/2017,MJG-1 Glock Pistol,glock,23,tmd877
11009,,Safekeeping,,,
2017-,3/4/2017,MMM-1 (1) BB Gun pistol,,P9T,12B1704
11414,,"""Stinger P9T"" and (1) empty BB",,,
,,magazine,,,
2017-,3/6/2017,AMM 1- Ruger M77 Mark II - Per,Ruger,M77 Mark II,780-8785
11636,,Court Order,,,
2017-,3/8/2017,SRH-18: Jennings Model,Jennings,48,887789
11814,,"48 .380, semi auto pistol",,,
2017-,3/15/2017,"TJM-16, Pellet/BB gun: HK",,HK USP,11D0653
11925,,model,,,
2017-,3/15/2017,"TJM-10, Mossberg Rifle",,Int 702,EJK3143
11925,,,,,
2017-,3/8/2017,MMD 01A SEMI-AUTO PISTOL,SMITH &,M&P,UNKNO
12057,,S&W,WESSON,,
2017-,3/8/2017,MMD 01B SEMI-AUTO PISTOL,NORINCO,213,303814
12057,,NORINCO,,,
2017-,3/8/2017,MMD 01C SEMI-AUTO,SMITH &,M&P,MRH813
12057,,PISTOLS&W,WESSON,,
2017-,3/13/2017,JCM-1 : Daisy BB Gun. 1200,,1200 Powerline,4M41649
12981,,Powerline. 4M41649. FOR,,,
,,DESTRUCTION,,,
2017-,3/30/2017,JKC-218: Snake Charmer 410,Snake Charmer,410,14663
13450,,shotgun,,,
2017-,3/19/2017,KDM-1 Handgun,,S&W,HSP8657
14210,,,,,
15061,,,,,
2017- 3/24/2017,DAC-1: SMITH & WESSON 38,,REVOLVER,J78964,
15061,REVOLVER,,,,
2017- 3/25/2017,EJL-1 SIG SAUER P938 9MM,SIG SAUER,P938,52B1126,
15317,SER# 52B112655,,,,
2017- 3/27/2017,RRC 1 : Shotgun,Remington,870,R18764M,
15600,,,,,
2017- 3/30/2017,DDB - 2 Kahr Arms CW 40 -,Kahr Arms,CW 40,FF7583,
16094,serial FF7583,,,,
2017- 4/1/2017,KDM-11 semi automatic rifle,,ISSC,A470024,
16488,(ISSC A470024),,,,
2017- 4/1/2017,KDM-3 Double tap .45 cal,,Double tap,D686685,
16488,(SN#D686685),,,,
2017- 4/18/2017,GRR-1 Hi-Point .45 Cal. pistol,,PI,X424617,
19453,,,,,
2017- 4/23/2017,JAS-7 - Model 1900 Pistol,,1900,67939,
20424,,,,,
2017- 4/27/2017,SRH-11: Savage 20 gauge,,Savage,None,
20905,shotgun with homemade pistol,,,,
,grip,,,,
2017- 4/30/2017,MJG-1 Pistol Destruction,beretta,92 f,D58691Z,
21837,,,,,
Total Records: 276,,,,,
Report Filter: Booked Date ( Between ) 1/1/2010 And 5/2/2017 AND [Category Code ( Equals ) FA-Pistol OR Category,,,,,
Code ( Equals ) FA-Shotgun OR Category Code ( Equals ) FA-Shotgun pistol OR Category Code ( Equals ) FA-Machine,,,,,
Sub-machine gun-m],,,,,
